chr left right
HAPLN4 chr19 19366450 19373605
SUGP1 chr19 19386827 19431653
MAU2 chr19 19431490 19469563
GATAD2A chr19 19496635 19619740
CTB-184G21.3 chr19 19512788 19513412
TSSK6 chr19 19623227 19626838
NDUFA13 chr19 19626545 19644285
YJEFN3 chr19 19627036 19648390
CILP2 chr19 19649057 19657468
PBX4 chr19 19672522 19729725
AC002306.1 chr19 19717159 19719469
LPAR2 chr19 19734477 19739739
GMIP chr19 19740285 19754476
ATP13A1 chr19 19756007 19774502
ZNF101 chr19 19779605 19794318
ZNF14 chr19 19821280 19843906
LINC00663 chr19 19868175 19887232
CTC-559E9.4 chr19 19871847 19932525
ZNF506 chr19 19896648 19932560
ZNF253 chr19 19976695 20005483
CTC-559E9.8 chr19 20003242 20006656
ZNF93 chr19 20011722 20046384
AC007204.2 chr19 20011777 20074273
ZNF682 chr19 20107867 20150315
ZNF90 chr19 20188803 20237885
CTC-260E6.6 chr19 20236186 20432114
ZNF486 chr19 20278037 20311299
ZNF737 chr19 20718631 20748615
CTC-513N18.7 chr19 20736598 20844389
ZNF626 chr19 20802867 20844402
CTD-2626G11.2 chr19 20929729 20938056
ZNF66 chr19 20959110 20991922
ZNF85 chr19 21106028 21133503
ZNF430 chr19 21203426 21242856
ZNF714 chr19 21264965 21308073
ZNF431 chr19 21324827 21373034
ZNF708 chr19 21473962 21512227
ZNF738 chr19 21541732 21562104
ZNF493 chr19 21579921 21610375
LINC00664 chr19 21666176 21686040
ZNF429 chr19 21679484 21739072
RP11-678G14.2 chr19 21737442 21752039
RP11-678G14.3 chr19 21753624 21770124
RP11-678G14.4 chr19 21770234 21777430
ZNF100 chr19 21905568 21950430
RP11-420K14.8 chr19 21951574 21976662
ZNF43 chr19 21987752 22034927
ZNF208 chr19 22115760 22193751
AC003973.4 chr19 22200761 22219117
ZNF257 chr19 22235254 22274282
ZNF676 chr19 22361893 22379753
RP11-157B13.7 chr19 22426056 22428149
ZNF98 chr19 22573821 22715287
ZNF492 chr19 22817126 22850472
CTC-451A6.4 chr19 22934985 22937677
ZNF99 chr19 22939007 22966909
ZNF728 chr19 23158270 23185978
CTD-2291D10.1 chr19 23229760 23244554
CTD-2291D10.4 chr19 23258003 23283163
ZNF730 chr19 23258012 23330021
ZNF724P chr19 23404401 23433192
RP11-15H20.7 chr19 23440057 23457034
ZNF91 chr19 23487793 23578362
CTB-176F20.3 chr19 23506770 23511903
CTB-175P5.4 chr19 23582035 23598877
ZNF675 chr19 23708433 23870022
ZNF681 chr19 23921997 23941693
RPSAP58 chr19 23945807 24010937
RP11-255H23.4 chr19 24000401 24057503
ZNF726 chr19 24097678 24127961
CTB-92J24.3 chr19 24101883 24140732
CTD-2017D11.1 chr19 24216247 24249711
ZNF254 chr19 24216276 24312654
CTB-151G24.1 chr19 28129391 28137391
LINC00662 chr19 28175488 28284848
CTC-459F4.1 chr19 28248092 28251757
CTC-459F4.3 chr19 28284371 28409771
CTB-70G10.1 chr19 28785000 28804407
AC005780.1 chr19 28807612 28877111
AC005307.1 chr19 28909390 28920397
AC005307.3 chr19 28926295 29218684
AC005616.1 chr19 28982771 29123635
AC005616.2 chr19 29000145 29009635
AC079466.1 chr19 29097595 29106136
UQCRFS1 chr19 29698173 29704448
CTB-32O4.2 chr19 29704142 29706722
VSTM2B chr19 30017406 30055386
POP4 chr19 30094924 30108144
PLEKHF1 chr19 30155963 30166364
C19orf12 chr19 30191721 30206364
CCNE1 chr19 30302805 30315215
URI1 chr19 30414551 30506611
CTC-448F2.4 chr19 30519648 30520823
ZNF536 chr19 30719197 31204445
TSHZ3 chr19 31765851 31840453
ZNF507 chr19 32836500 32878573
AC007773.2 chr19 32880956 32896466
AC007773.3 chr19 32895915 32896466
DPY19L3 chr19 32896449 32976801
PDCD5 chr19 33071974 33078358
ANKRD27 chr19 33087913 33167503
RGS9BP chr19 33166313 33169206
CTD-2538C1.2 chr19 33177995 33182656
NUDT19 chr19 33182867 33204702
CTD-2538C1.3 chr19 33209204 33210501
TDRD12 chr19 33210659 33320483
SLC7A9 chr19 33321415 33360672
CTD-2085J24.4 chr19 33366831 33369327
CEP89 chr19 33369902 33462897
C19orf40 chr19 33463115 33469128
RHPN2 chr19 33469499 33555794
GPATCH1 chr19 33571786 33621448
WDR88 chr19 33622996 33666701
LRP3 chr19 33668509 33698694
SLC7A10 chr19 33699570 33716756
CTD-2540B15.11 chr19 33790840 33792074
CEBPA chr19 33790840 33793470
CEBPA-AS1 chr19 33793763 33795960
CTD-2540B15.9 chr19 33795942 33800293
CEBPG chr19 33864236 33873592
PEPD chr19 33877856 34012700
CHST8 chr19 34112861 34264414
KCTD15 chr19 34286838 34306668
LSM14A chr19 34663409 34720420
KIAA0355 chr19 34745442 34846491
AC010504.2 chr19 34839261 34850317
GPI chr19 34850385 34893061
PDCD2L chr19 34895289 34917073
CTD-2588C8.8 chr19 34917017 34919178
UBA2 chr19 34919257 34960853
WTIP chr19 34971874 34997258
SCGB1B2P chr19 35067638 35068606
SCGB2B2 chr19 35084234 35166604
ZNF302 chr19 35168544 35177302
ZNF181 chr19 35225060 35233777
ZNF599 chr19 35248981 35264134
CTC-523E23.4 chr19 35279486 35323773
CTC-523E23.1 chr19 35302493 35305249
CTC-523E23.5 chr19 35328793 35346208
CTC-523E23.11 chr19 35340182 35351480
CTC-523E23.14 chr19 35393106 35395099
CTC-523E23.8 chr19 35414203 35417716
ZNF30 chr19 35417807 35436074
ZNF792 chr19 35447258 35454953
GRAMD1A chr19 35485688 35517375
CTD-2527I21.7 chr19 35489137 35491074
CTD-2527I21.14 chr19 35505865 35516239
SCN1B chr19 35521588 35531352
HPN chr19 35531410 35557475
FXYD3 chr19 35606732 35615228
LGI4 chr19 35615417 35633355
FXYD1 chr19 35629712 35634013
FXYD7 chr19 35634154 35645204
FXYD5 chr19 35645633 35660786
FAM187B chr19 35715703 35719632
LSR chr19 35739233 35758867
AC002128.5 chr19 35742343 35744542
USF2 chr19 35759881 35770724
HAMP chr19 35771619 35776046
MAG chr19 35783028 35804707
CD22 chr19 35810164 35838258
FFAR1 chr19 35842445 35843367
FFAR3 chr19 35849362 35851387
GPR42 chr19 35861831 35863855
AC002511.1 chr19 35890413 35910287
FFAR2 chr19 35934809 35942669
KRTDAP chr19 35978226 35986460
DMKN chr19 35988122 36004560
SBSN chr19 36014269 36019253
GAPDHS chr19 36024314 36036218
AD000090.2 chr19 36031640 36036931
TMEM147 chr19 36036497 36038428
AC002115.9 chr19 36099187 36103568
HAUS5 chr19 36103646 36116251
RBM42 chr19 36119932 36128588
ETV2 chr19 36132647 36135773
COX6B1 chr19 36139125 36149763
UPK1A chr19 36157715 36169367
UPK1A-AS1 chr19 36158850 36164193
ZBTB32 chr19 36195429 36207940
KMT2B chr19 36208921 36229779
IGFLR1 chr19 36230058 36233354
AD000671.6 chr19 36230153 36236333
U2AF1L4 chr19 36233365 36236346
PSENEN chr19 36236015 36237911
AC002398.11 chr19 36237958 36244316
LIN37 chr19 36239262 36245420
AC002398.12 chr19 36245467 36246391
HSPB6 chr19 36245469 36248980
C19orf55 chr19 36249044 36261930
AC002398.13 chr19 36260046 36261930
ARHGAP33 chr19 36265434 36279724
AC002398.5 chr19 36279778 36288787
NPHS1 chr19 36316866 36360189
KIRREL2 chr19 36346763 36358011
APLP1 chr19 36358801 36370693
NFKBID chr19 36378555 36393205
HCST chr19 36393382 36395279
TYROBP chr19 36395303 36399197
LRFN3 chr19 36426260 36436669
AF038458.3 chr19 36438017 36450094
AF038458.5 chr19 36451414 36454965
SDHAF1 chr19 36486090 36487220
SYNE4 chr19 36494209 36499695
ALKBH6 chr19 36500022 36505141
AC002116.7 chr19 36505410 36536874
CLIP3 chr19 36505562 36524245
THAP8 chr19 36525887 36545664
WDR62 chr19 36545783 36596008
OVOL3 chr19 36602104 36604613
POLR2I chr19 36604612 36606248
TBCB chr19 36605191 36616849
CAPNS1 chr19 36630477 36641255
AD001527.7 chr19 36634983 36639250
COX7A1 chr19 36641824 36643771
ZNF565 chr19 36673188 36737159
ZNF146 chr19 36705504 36729676
CTD-3162L10.1 chr19 36795482 36803570
LINC00665 chr19 36803969 36822620
ZFP14 chr19 36827162 36870101
CTD-3162L10.3 chr19 36868930 36869734
ZFP82 chr19 36874022 36909558
ZNF566 chr19 36936021 36980804
CTD-2630F21.1 chr19 36980551 36981942
ZNF260 chr19 37001597 37019562
AC092295.4 chr19 37019220 37026137
ZNF529 chr19 37025676 37096178
AC092295.7 chr19 37063972 37085610
ZNF382 chr19 37095719 37119499
CTD-3234P18.2 chr19 37119695 37121092
ZNF461 chr19 37128094 37157755
AC074138.3 chr19 37176342 37178351
ZNF567 chr19 37178514 37218603
ZNF850 chr19 37205285 37263727
CTD-2162K18.4 chr19 37264055 37267980
CTD-2162K18.3 chr19 37264614 37266810
CTD-2162K18.5 chr19 37288420 37319017
ZNF790 chr19 37308330 37341689
ZNF345 chr19 37341263 37403931
ZNF829 chr19 37379026 37407193
ZNF568 chr19 37407231 37489602
ZNF420 chr19 37498759 37621216
CTD-2293H3.2 chr19 37566015 37569507
CTC-454I21.3 chr19 37583921 37701414
ZNF585A chr19 37597636 37663643
CTC-454I21.4 chr19 37619581 37632542
ZNF585B chr19 37672481 37709055
ZNF383 chr19 37708828 37734828
AC012309.5 chr19 37742814 37756437
CTD-3220F14.1 chr19 37756841 37762420
HKR1 chr19 37803739 37860267
ZNF527 chr19 37861963 37883968
ZNF569 chr19 37902057 37960177
ZNF570 chr19 37958487 37976260
CTD-2086O20.3 chr19 37978901 37979554
CTD-3064H18.1 chr19 37988063 37997948
CTD-3064H18.2 chr19 37994808 37995367
ZNF793 chr19 37997841 38039664
CTD-3064H18.4 chr19 38036372 38040073
ZNF571-AS1 chr19 38039816 38078249
ZNF540 chr19 38042308 38104998
ZNF571 chr19 38045684 38085673
ZFP30 chr19 38104650 38183238
ZNF781 chr19 38158652 38183223
CTD-2528L19.4 chr19 38180766 38210089
ZNF607 chr19 38187264 38210691
CTD-2528L19.6 chr19 38219487 38221544
ZNF573 chr19 38226734 38307940
CTD-2554C21.2 chr19 38307999 38317278
CTD-2554C21.3 chr19 38320191 38322797
WDR87 chr19 38375463 38397317
SIPA1L3 chr19 38397868 38699012
DPF1 chr19 38701646 38720354
SPINT2 chr19 38734675 38783254
PPP1R14A chr19 38741877 38747231
CTB-102L5.4 chr19 38779791 38795550
C19orf33 chr19 38794801 38795649
YIF1B chr19 38795753 38807913
KCNK6 chr19 38810484 38819660
AC026806.2 chr19 38822274 38822716
CATSPERG chr19 38826415 38861589
AC005625.1 chr19 38852435 38853124
PSMD8 chr19 38865176 38874464
GGN chr19 38874905 38878722
AC005789.9 chr19 38876162 38877399
SPRED3 chr19 38879061 38886881
AC005789.11 chr19 38888821 38890521
FAM98C chr19 38893775 38899728
RASGRP4 chr19 38899695 38916945
RYR1 chr19 38924339 39078204
MAP4K1 chr19 39078281 39109522
CTB-186G2.1 chr19 39086986 39092334
EIF3K chr19 39109735 39127595
ACTN4 chr19 39138289 39222223
CTB-186G2.4 chr19 39174513 39184246
CAPN12 chr19 39220827 39260544
CTD-2540F13.2 chr19 39228924 39230503
LGALS7B chr19 39279851 39282389
LGALS4 chr19 39292311 39304004
ECH1 chr19 39306062 39322645
AC104534.3 chr19 39308111 39330818
AC104534.2 chr19 39310806 39313863
HNRNPL chr19 39327028 39342987
RINL chr19 39358470 39368919
CTC-360G5.6 chr19 39360799 39364403
SIRT2 chr19 39369197 39390502
NFKBIB chr19 39390340 39399533
CCER2 chr19 39399620 39402798
SARS2 chr19 39405906 39440495
MRPS12 chr19 39421188 39423802
CTC-360G5.9 chr19 39425976 39429272
FBXO17 chr19 39432044 39466550
FBXO27 chr19 39481354 39523425
CTB-189B5.3 chr19 39521076 39521963
PAPL chr19 39574553 39602133
PAK4 chr19 39616410 39673456
CTC-218B8.3 chr19 39625522 39627103
NCCRP1 chr19 39687601 39692524
IFNL3 chr19 39734246 39735646
IFNL1 chr19 39786965 39789313
LRFN1 chr19 39797208 39805976
GMFG chr19 39818993 39833012
CTC-246B18.10 chr19 39832413 39832585
SAMD4B chr19 39833036 39876350
PAF1 chr19 39876492 39881835
MED29 chr19 39881943 39891277
ZFP36 chr19 39897453 39900052
PLEKHG2 chr19 39903225 39919054
CTB-60E11.4 chr19 39916575 39919055
RPS16 chr19 39923847 39926588
SUPT5H chr19 39926796 39967310
TIMM50 chr19 39971052 39984422
DLL3 chr19 39989535 39999121
EID2B chr19 40021630 40023494
CTB-60E11.9 chr19 40023052 40025062
EID2 chr19 40028890 40030870
AC093063.3 chr19 40175884 40185217
LGALS14 chr19 40194946 40200084
CLC chr19 40221890 40228668
DYRK1B chr19 40315990 40324841
FBL chr19 40325098 40337054
FCGBP chr19 40353963 40440533
PSMC4 chr19 40476912 40487348
ZNF546 chr19 40490041 40523514
CTC-471F3.6 chr19 40526292 40526948
ZNF780B chr19 40534167 40562116
ZNF780A chr19 40575059 40596845
AC005614.3 chr19 40596661 40600313
MAP3K10 chr19 40697651 40721482
TTC9B chr19 40721965 40724306
CNTD2 chr19 40728115 40732597
AKT2 chr19 40736224 40791443
C19orf47 chr19 40825443 40854434
PLD3 chr19 40854363 40886346
HIPK4 chr19 40885178 40896094
PRX chr19 40899675 40919273
SERTAD1 chr19 40927499 40931932
SERTAD3 chr19 40946751 40950612
CTC-492K19.4 chr19 40949343 40949994
BLVRB chr19 40953696 40971747
SPTBN4 chr19 40972148 41082370
SHKBP1 chr19 41082757 41097305
LTBP4 chr19 41098789 41135725
NUMBL chr19 41172596 41196877
ADCK4 chr19 41197434 41224112
ITPKC chr19 41223008 41246765
C19orf54 chr19 41246761 41257458
SNRPA chr19 41256542 41271294
MIA chr19 41277553 41283395
RAB4B chr19 41284121 41302847
RAB4B-EGLN2 chr19 41284147 41314103
EGLN2 chr19 41304901 41314338
CTC-490E21.12 chr19 41307202 41404187
CTC-490E21.10 chr19 41337126 41343115
CYP2A6 chr19 41349443 41356352
CYP2A7 chr19 41381344 41388657
CYP2B6 chr19 41497204 41524303
CYP2F1 chr19 41620337 41634271
CYP2S1 chr19 41698954 41713444
AXL chr19 41725108 41767671
HNRNPUL1 chr19 41768401 41813503
TGFB1 chr19 41807492 41859816
CCDC97 chr19 41816094 41830788
CTC-435M10.3 chr19 41856758 41930906
TMEM91 chr19 41856816 41889988
B9D2 chr19 41860326 41870078
BCKDHA chr19 41884215 41930910
EXOSC5 chr19 41892279 41903384
CTC-435M10.6 chr19 41931264 41932142
B3GNT8 chr19 41931264 41934635
ATP5SL chr19 41937223 41946622
C19orf69 chr19 41949063 41950670
AC011526.1 chr19 41960074 42006559
AC006129.1 chr19 42037566 42038534
AC006129.4 chr19 42041545 42043266
AC006129.2 chr19 42051554 42061832
CEACAM21 chr19 42055886 42093197
CEACAM4 chr19 42125344 42133442
CEACAM5 chr19 42212504 42233718
CEACAM3 chr19 42300369 42315591
AC020956.3 chr19 42337740 42340005
LYPD4 chr19 42341148 42348760
DMRTC2 chr19 42348806 42356401
RPS19 chr19 42363988 42376994
CD79A chr19 42381190 42385439
ARHGEF1 chr19 42387228 42434302
RABAC1 chr19 42460833 42463542
ATP1A3 chr19 42470734 42501649
GRIK5 chr19 42502473 42573650
ZNF574 chr19 42572629 42585701
CTB-59C6.3 chr19 42582740 42584259
POU2F2 chr19 42590263 42700737
CTC-378H22.1 chr19 42636707 42641251
CTC-378H22.2 chr19 42656721 42661675
DEDD2 chr19 42702750 42724292
ZNF526 chr19 42724423 42732353
GSK3A chr19 42734338 42746777
AC006486.9 chr19 42738735 42759284
AC006486.1 chr19 42746927 42749125
ERF chr19 42751724 42759309
CIC chr19 42772689 42799949
PAFAH1B3 chr19 42801185 42807698
PRR19 chr19 42806250 42814973
TMEM145 chr19 42817477 42829214
MEGF8 chr19 42829761 42882921
CNFN chr19 42891171 42894439
LIPE-AS1 chr19 42901280 43156507
LIPE chr19 42905659 42931578
CXCL17 chr19 42932440 42947200
CEACAM1 chr19 43011456 43065386
CEACAM8 chr19 43084393 43099207
PSG2 chr19 43568363 43587197
PSG5 chr19 43670408 43690688
CTC-490G23.2 chr19 43833447 43835582
TEX101 chr19 43905648 43922763
LYPD3 chr19 43964939 43969812
PHLDB3 chr19 43979106 44009087
ETHE1 chr19 44010871 44031396
ZNF575 chr19 44029649 44040282
XRCC1 chr19 44047192 44084625
L34079.4 chr19 44078790 44079770
PINLYP chr19 44080952 44088116
IRGQ chr19 44088521 44100287
ZNF576 chr19 44100544 44105309
SRRM5 chr19 44100769 44118649
ZNF428 chr19 44111371 44124026
CADM4 chr19 44126520 44143991
PLAUR chr19 44150247 44174699
SMG9 chr19 44235301 44259142
KCNN4 chr19 44270685 44285409
AC115522.3 chr19 44298461 44299810
LYPD5 chr19 44300081 44331358
ZNF283 chr19 44331444 44353307
ZNF404 chr19 44376515 44405537
RP11-15A1.3 chr19 44395956 44405957
RP11-15A1.2 chr19 44406153 44430697
ZNF45 chr19 44416781 44439430
ZNF221 chr19 44455375 44471861
ZNF155 chr19 44472014 44502477
RP11-15A1.7 chr19 44501048 44506988
ZNF230 chr19 44507100 44518078
AC067968.3 chr19 44527756 44529414
ZNF222 chr19 44529494 44537265
ZNF284 chr19 44576297 44593766
ZNF224 chr19 44598492 44612479
AC084219.3 chr19 44598503 44603864
AC084219.4 chr19 44609616 44617298
ZNF225 chr19 44616334 44637027
ZNF234 chr19 44645710 44663156
ZNF226 chr19 44669226 44682534
ZNF227 chr19 44711700 44741421
ZNF235 chr19 44732882 44809199
ZNF233 chr19 44754318 44779470
ZNF112 chr19 44830708 44871377
ZNF285 chr19 44886459 44905774
ZNF229 chr19 44921685 44952766
AC069278.4 chr19 44978645 44979403
ZNF180 chr19 44979854 45004576
IGSF23 chr19 45116940 45140081
CTB-171A8.1 chr19 45135500 45222031
PVR chr19 45147098 45166850
CEACAM19 chr19 45165545 45187631
CEACAM16 chr19 45202421 45213986
BCL3 chr19 45250962 45263301
CBLC chr19 45281126 45303891
BCAM chr19 45312328 45324673
PVRL2 chr19 45349432 45392485
CTB-129P6.4 chr19 45385284 45394133
TOMM40 chr19 45393826 45406946
APOE chr19 45409011 45412650
APOC1 chr19 45417504 45422606
APOC2 chr19 45449243 45452822
CTB-129P6.11 chr19 45453301 45457264
CLPTM1 chr19 45457842 45496599
RELB chr19 45504688 45541452
CLASRP chr19 45542298 45574214
ZNF296 chr19 45574758 45579846
CTB-179K24.3 chr19 45579768 45593649
GEMIN7 chr19 45582453 45594782
MARK4 chr19 45582546 45808541
PPP1R37 chr19 45594654 45651335
AC005757.6 chr19 45639251 45640235
NKPD1 chr19 45653008 45663408
TRAPPC6A chr19 45666186 45681495
BLOC1S3 chr19 45682003 45685059
AC005779.2 chr19 45683080 45705702
AC006126.3 chr19 45690646 45720191
EXOC3L2 chr19 45715879 45737469
CKM chr19 45809672 45826235
KLC3 chr19 45836692 45854778
ERCC2 chr19 45853095 45874176
PPP1R13L chr19 45882892 45909607
CD3EAP chr19 45909467 45914024
ERCC1 chr19 45910591 45982086
FOSB chr19 45971253 45978437
RTN2 chr19 45988547 46000319
PPM1N chr19 45992035 46005768
VASP chr19 46009837 46030241
OPA3 chr19 46030685 46105470
GPR4 chr19 46093022 46105466
EML2 chr19 46110252 46148887
C19orf83 chr19 46144752 46146098
GIPR chr19 46171502 46186982
SNRPD2 chr19 46190712 46195827
QPCTL chr19 46195741 46207247
FBXO46 chr19 46213887 46234162
AC074212.3 chr19 46236509 46267792
AC074212.5 chr19 46268043 46273064
SIX5 chr19 46268043 46272484
AC074212.6 chr19 46271054 46275762
DMPK chr19 46272975 46285810
DMWD chr19 46286205 46296060
RSPH6A chr19 46298968 46318577
SYMPK chr19 46318668 46366548
AC092301.3 chr19 46333422 46334366
FOXA3 chr19 46367247 46377055
IRF2BP1 chr19 46386866 46389376
MYPOP chr19 46393278 46405862
NOVA2 chr19 46436992 46476804
CCDC61 chr19 46498339 46524576
PGLYRP1 chr19 46522411 46526323
CTC-344H19.4 chr19 46530912 46533419
IGFL2 chr19 46646363 46664556
AC006262.5 chr19 46692423 46706340
HIF3A chr19 46800303 46846690
AC007193.10 chr19 46823454 46843261
PPP5C chr19 46850251 46896238
AC007193.9 chr19 46885749 46886426
CCDC8 chr19 46913629 46916841
PNMAL1 chr19 46969748 46974820
PPP5D1 chr19 46984053 47104457
PNMAL2 chr19 46990163 46999755
AC011484.1 chr19 46997765 46999755
AC011551.3 chr19 47050313 47104118
CALM3 chr19 47104331 47114050
CTB-12A17.3 chr19 47112534 47114036
PTGIR chr19 47123725 47128375
GNG8 chr19 47137333 47137942
DACT3 chr19 47150869 47164395
DACT3-AS1 chr19 47163621 47180704
PRKD2 chr19 47177532 47220384
STRN4 chr19 47222764 47250251
CTB-174O21.2 chr19 47231860 47235957
FKRP chr19 47249303 47280245
SLC1A5 chr19 47278140 47291851
AP2S1 chr19 47341393 47354249
ARHGAP35 chr19 47421933 47508334
NPAS1 chr19 47523077 47549033
TMEM160 chr19 47549165 47551888
ZC3H4 chr19 47567444 47617009
SAE1 chr19 47616531 47713886
BBC3 chr19 47724081 47736023
CCDC9 chr19 47759237 47775210
PRR24 chr19 47778142 47778979
C5AR1 chr19 47793280 47825323
C5AR2 chr19 47835404 47846606
CTD-3023J11.2 chr19 47849965 47850584
DHX34 chr19 47852538 47885961
MEIS3 chr19 47906381 47922780
SLC8A2 chr19 47931274 47975425
KPTN chr19 47978401 47987525
NAPA-AS1 chr19 47987539 48004854
NAPA chr19 47990894 48018497
ZNF541 chr19 48023942 48059113
CTD-2571L23.8 chr19 48110781 48236355
GLTSCR1 chr19 48111453 48206533
EHD2 chr19 48216600 48246391
GLTSCR2 chr19 48248779 48260315
CTD-2571L23.6 chr19 48260293 48272097
SEPW1 chr19 48281829 48287943
CRX chr19 48322703 48346587
SULT2A1 chr19 48373723 48389654
CABP5 chr19 48533210 48547310
PLA2G4C chr19 48551100 48614074
LIG1 chr19 48618702 48673860
CTC-453G23.5 chr19 48621689 48630963
CTC-453G23.4 chr19 48649165 48650670
C19orf68 chr19 48673949 48700877
ZNF114 chr19 48675575 48790865
CARD8 chr19 48684027 48759203
CTC-453G23.8 chr19 48707340 48716411
CTC-241F20.3 chr19 48758932 48761456
CTC-241F20.4 chr19 48766157 48774540
CCDC114 chr19 48799714 48825151
EMP3 chr19 48824766 48833810
TMEM143 chr19 48835613 48867494
SYNGR4 chr19 48867652 48879633
KDELR1 chr19 48885827 48894810
GRIN2D chr19 48898132 48948188
GRWD1 chr19 48949030 48960279
KCNJ14 chr19 48958766 48969367
CTC-273B12.5 chr19 48968850 48972950
CTC-273B12.6 chr19 48969623 48970237
CYTH2 chr19 48972289 48985571
LMTK3 chr19 48988528 49016446
CTC-273B12.10 chr19 49016464 49016917
SULT2B1 chr19 49055332 49102682
FAM83E chr19 49104067 49118111
RPL18 chr19 49118585 49122793
AC022154.7 chr19 49122529 49127389
SPHK2 chr19 49122548 49133974
DBP chr19 49133287 49140695
CA11 chr19 49141199 49149569
NTN5 chr19 49164664 49176338
FUT2 chr19 49199228 49209207
MAMSTR chr19 49215999 49222978
RASIP1 chr19 49223844 49243978
IZUMO1 chr19 49244109 49250166
FUT1 chr19 49251268 49258647
BCAT2 chr19 49298319 49314286
HSD17B14 chr19 49316274 49339935
PLEKHA4 chr19 49340354 49371889
PPP1R15A chr19 49375649 49379314
TULP2 chr19 49384222 49401990
NUCB1 chr19 49403307 49426629
DHDH chr19 49436939 49448226
BAX chr19 49458072 49465055
CTD-2639E6.9 chr19 49467232 49468415
FTL chr19 49468558 49470135
GYS1 chr19 49471382 49496567
RUVBL2 chr19 49496705 49519252
LHB chr19 49519237 49520338
CTB-60B18.10 chr19 49521504 49522741
KCNA7 chr19 49570675 49576198
SNRNP70 chr19 49588676 49611862
LIN7B chr19 49617581 49621717
C19orf73 chr19 49621655 49622397
PPFIA3 chr19 49622646 49654283
HRC chr19 49654455 49658681
TRPM4 chr19 49660998 49715093
SLC6A16 chr19 49792895 49828482
CTC-301O7.4 chr19 49834874 49843865
CD37 chr19 49838428 49846592
TEAD2 chr19 49843852 49865714
AC010524.4 chr19 49859409 49861026
DKKL1 chr19 49865040 49878373
AC010524.2 chr19 49871962 49891338
CCDC155 chr19 49891475 49921251
PTH2 chr19 49925671 49926698
GFY chr19 49927006 49932075
SLC17A7 chr19 49932658 49945617
PIH1D1 chr19 49949555 49956754
ALDH16A1 chr19 49956426 49974305
CTD-3148I10.9 chr19 49966009 49989488
FLT3LG chr19 49977464 49989488
RPL13A chr19 49990811 49995565
RPS11 chr19 49999622 50002946
hsa-mir-150 chr19 50003781 50004614
FCGRT chr19 50010073 50029590
RCN3 chr19 50030875 50050219
NOSIP chr19 50058968 50093519
PRRG2 chr19 50083903 50094272
PRR12 chr19 50094900 50129696
CTB-33G10.11 chr19 50129251 50129696
RRAS chr19 50138549 50143458
SCAF1 chr19 50145382 50161899
IRF3 chr19 50162826 50169132
BCL2L12 chr19 50168823 50177173
PRMT1 chr19 50179043 50192286
ADM5 chr19 50191921 50193832
CTB-33G10.6 chr19 50192110 50193830
CPT1C chr19 50194155 50216988
TSKS chr19 50243010 50266587
AP2A1 chr19 50270225 50310370
FUZ chr19 50310126 50320633
AC006942.4 chr19 50312190 50312995
MED25 chr19 50321539 50342073
PTOV1-AS1 chr19 50341896 50354933
PTOV1 chr19 50353992 50364001
AC018766.6 chr19 50356144 50358224
AC018766.5 chr19 50360227 50362546
AC018766.4 chr19 50363139 50363771
PNKP chr19 50364461 50371166
AKT1S1 chr19 50372295 50381716
TBC1D17 chr19 50380682 50392005
IL4I1 chr19 50392911 50432796
NUP62 chr19 50410082 50433020
ATF5 chr19 50431959 50437192
SIGLEC11 chr19 50452242 50464429
VRK3 chr19 50479724 50529203
ZNF473 chr19 50528971 50556671
CTD-2126E3.3 chr19 50546453 50554319
CTD-2126E3.4 chr19 50578380 50579159
IZUMO2 chr19 50655805 50666452
MYH14 chr19 50691443 50813802
KCNC3 chr19 50815194 50836772
NR1H2 chr19 50832910 50886239
NAPSA chr19 50861734 50869087
CTB-191K22.6 chr19 50869137 50872588
POLD1 chr19 50887461 50921273
SPIB chr19 50922195 50934570
MYBPC2 chr19 50936160 50969578
FAM71E1 chr19 50970042 50980010
EMC10 chr19 50979657 50986608
CTD-2545M3.2 chr19 50983376 50986608
CTD-2545M3.8 chr19 50990067 50990895
JOSD2 chr19 51009255 51014610
ASPDH chr19 51014857 51017947
LRRC4B chr19 51020149 51071302
SYT3 chr19 51124564 51171651
C19orf81 chr19 51152702 51162567
SHANK1 chr19 51165084 51222707
CLEC11A chr19 51226586 51228974
CTD-2568A17.1 chr19 51279398 51289467
ACPT chr19 51293672 51298481
CTD-2568A17.8 chr19 51295942 51296841
C19orf48 chr19 51300961 51308186
CTD-2568A17.5 chr19 51320937 51322134
KLK1 chr19 51322404 51327043
AC011523.2 chr19 51333786 51354345
KLK3 chr19 51358171 51364020
KLK2 chr19 51364824 51383823
KLK4 chr19 51409608 51413994
KLK7 chr19 51479729 51487355
KLK10 chr19 51515995 51523431
KLK11 chr19 51525472 51531295
KLK13 chr19 51559463 51568371
KLK14 chr19 51580752 51587502
CTU1 chr19 51600863 51611627
SIGLEC9 chr19 51628165 51639908
SIGLEC7 chr19 51645556 51656783
CTD-3187F8.14 chr19 51656180 51685222
CD33 chr19 51728320 51747115
SIGLECL1 chr19 51749603 51772584
IGLON5 chr19 51815102 51833608
VSIG10L chr19 51834790 51845378
CTD-2616J11.9 chr19 51848423 51856547
ETFB chr19 51848423 51869672
CTD-2616J11.11 chr19 51853627 51871353
CLDND2 chr19 51870352 51872257
NKG7 chr19 51874860 51875969
LIM2 chr19 51883163 51891214
